org;pro;COG;cat;annotation;pattern
 162 ; 227 ; COG3590 ; O ;Predicted metalloendopeptidase; --------------------------------------------------|-----|-|---|-------||-----------||||-|-|-----|||-||-|-||--|---||-|-||||-||||-||||-|||-||-|||||-----||-------||-|--------|-|||||||-|-|||||-||||--|||||||-||||||---|-|||||-||--------------|----------------------------------------------|--------------|||-|---|-|--|||-|-----------|--------------------|------------------|---------|-----||-----|||----|-----|-|---|||-|--|------|--------|----|-----|----|--------|||------|---------||----------------|------------------------||||------------------|-||-------------|-||-----|--|------|-------------||--|------||-|--------------------|-||----|-----|-|--||----------|-|---------------------------------|------|---------- 
 40 ; 42 ; COG3611 ; L ;Replication initiation and membrane attachment protein DnaB; ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------||||||||||||-||||-|||||||||||||-------------------------------------------------|||||||||||----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
 266 ; 725 ; COG3631 ; R ;Ketosteroid isomerase-related protein; -----------------------|||-||||||-|-|||-||--------|------|----|-------||--------|--||||-|--|||-||-|-|-|-||-|----||-||-|-|-|-||-|-|--|-||-||--|||||||||---|||||--|||--------|-------||||||-|||-|||---|||||||-||-|-|---|||||||||------|--------||-|---||||||||||-||||--||--||||-|-||||-||--------|-|||------|--------|--------------------|--------|----------|-----|---|--------|----------------|---|--|||||--|--||--|-|-|--||-|||-|---||-||----|||--|||--||||-||||---||||||--|---||||||||-|||-||--|-||-------|--|-||-|||--|----|---||-|-||--------|--|---|--||||-||----------------|---|------|-|---|-----||---|----||---|-|---||||||----||-|||---||---|-----||---------------|-|-----|------------|--------|-------|-|---||---------- 
 193 ; 259 ; COG3638 ; P ;ABC-type phosphate/phosphonate transport system, ATPase component; -----------------------|-||--|||||||-|||-------------------------------------||------------|--|-----|||------|-|---|||---|--------|------|----|---||--|--|-------------------------------------------------------------------------------------|-|-----|||||||-|||--||--|-|-----|-|-|-||||-|---||-|-|----||||---||-|--|---|---|--|--------------------|-------|-------|---|----|-|--|----|---|-|----------||-|||--||-|-|-----|--|-||---|||-------|||--|-||||||-|-|-|--|||---|-|--|-||-||--||-|-|||-|||||--|---|----||-||-|||------|-||-|||-|----|----|-||----------|------|--|---|-|----|------|||---|-|---|-|||------|-----|---||--|----|||---|---|---|||-----|-||-|-|||--|--------|---------|-----------|--------------------|--|---- 
 191 ; 416 ; COG3639 ; P ;ABC-type phosphate/phosphonate transport system, permease component; -----------|-----------|-||--|||||||-|||-------------------------------------||------------|--|-----|||------|-|---|||---|--------|------|----|---|---|--|-------------------------------------------------------------------------------------|-|-----|||||||-|||--||--|-|-----|-|-|-||||-|---||-|-|----||||---||-|--|-------|--|--------------------|-------|-------|---|----|||--|----|---|-|----------||-|||--||-|-|-----|--|-||---|||-------|||--|-||||||-|-|-|--|||---|-|--|-||-||--||-|-|||-|||||--|---|----||-||-|||------|-||-|||-|----|----|-||----------|------|--|---|-|----|------|||---|-|---|-|-|------|-----|---||--|-----||---|---|---|||-----|-||-|-|||--|--------|---------|-----------|--------------------|--|---- 
 15 ; 15 ; COG3692 ; S ;Uncharacterized protein YifN, PemK superfamily; -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-----------------------------------------------------------------------------------------------------------------------------------------|--------------------------|--|-------|--------------------|-----|-------------|-------------------------------------------------|--------------------------------------------------------------------------------------------|------|---------------|-------------------|--------|----------|---------------------------------------------------------- 
 41 ; 41 ; COG3763 ; S ;Uncharacterized protein YneF, UPF0154 family; -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-||||||||||||||||||-|||-||||||||-------------------------------------------------|||||||||||----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
 628 ; 2974 ; COG3842 ; E ;ABC-type Fe3+/spermidine/putrescine transport systems, ATPase components; |||||||||-||||||||||||||||||||||||||||||||||--|-|||||||||||||||||--|||||||||||---|-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||-|||-|||||||-||-||---|||||||||||||-||||||||||||||||--|||||||-||--||-||||--|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||-|||||||||||||||||||-|||--|||||-|-||||---||-|||-|||||||||||||||--||||--||||||-|||||||||||||||||-|||-||||-|-|||||||||||||--||||-||-||||||||-|||||-|||-|||||||||||-|||||||||||||||||||-|---||||-|-|-||--||||||||||||||-||||||||-||||-||||||||-|||||||||||||||||||||-|-|||||||-||||||||||||||||||||||||||||-||--|||--|||||||-|--||--| 
 286 ; 477 ; COG3845 ; R ;ABC-type uncharacterized transport system, ATPase component; --|--|-||--|||--||||-|-|||||-||-|||-|-|-|--------------------------|||-------|---|----||---|||-||||||-|||||||----|-||-|||||-|||||||-|--||||||-||-|||||||-|||||---||---------------------------------------------------------------|-|||------|||||---|--|||||---------|---|-|---||---||||||||-||-||||||||||-|||-||||-|-||||--||-|-||||||-||--||||-|||||||-|||---||---||-|||||--|||--|-||------||||--------||--||--|-|-||--||-----|||----|--------||---|-|-|-|||||||---|||---|-|-----||-|---|||-||--|--||--|---|----||--|||||---|||--||-|-||---|-|--|||--|-||-|-||-|--------------|------------|----------------|-----|--|--------|-----------------|---|---------------|-----|-------||-|||-||-|||||||||||-|||-|---|------------------- 
 58 ; 61 ; COG3859 ; H ;Thiamine transporter ThiT; -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-|-||||||||-|-|--|||||---|--||--|-|-|||||||---|------|||||||-|-||-|--|---|--|--|||-|----|--||--||-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-|||--------------|----------------------- 
 135 ; 153 ; COG3886 ; L ;HKD family nuclease; --------------------|--|--------|-----|--|-||----||-------------|-----|-----|||-------------|-----|-----|||--|-----|---------|-|-|--------|--|----------|--|-|---||--||--||---------|----------|---|--|-||----------|--||--------------------|------|----|----------|-----|--|----------|-----|---|-||||------------|||---|-||---|-|-||--|------------|--|----|||------|-----|-|----|--|-||||||||-----|----------------|-----------------------|----------|----------------------|-|---|-|------|---------|---|-----------------|------|--|---|-|--||--------|-|-|||-|-----------------|-------|-|---------------|-----|------|---|-------|------------|--------|---|------|||-|------|||--||-----|--|------------|-----|---------|---- 
 74 ; 85 ; COG3981 ; R ;Predicted acetyltransferase; -------------------------------------------|----------------------------------------|||----||----|||||---|---|----|---|--||||---|-------|-|-|-----||------|-----|---------------------------------------------------------------------|----------------------|-----------------------||--------||-|||-|-|-|----||-||---||-|---|---|--||----------||-|--------------------------|-------------||-|-----|---------------------------------|-|-|-----------------------------------------------|--|---------------------------|------------|-------------------------------------|--|-----|----------------------------------------------|-----|--|-------------------------------|--------------------------------------------|---|------ 
 351 ; 414 ; COG4123 ; J ;tRNA1(Val) A37 N6-methylase TrmN6; ----------|-|--|--------|-------|--|-||-------||-------||||----------|-|------------||-|---|-----|-----------------|----------------|----|---------|-|--------|----|||-|||||-||||||||||||||||||||-||||||||||||||||--||||||||||--|-----------------------|--|--|---|---|--|------|--|---|---|-||||||||||||-|||||||||||||||||||||-|-|||||||||----|||||||||-|--|-||---|||----||||-|----|||-||||||||||-|-|--||||-|||||||||||-|||||-||||||||||||||--|-|||--||||||||||||||--|||-|-|||--|----|---------------------||---------------|----|-----|||-||||||||||||||||-|||||||||||||||||--|||-|--|--|----||--|-|-||--|||||--|||||-----||||---|-||-||||||||-||-|---||----||||---|------||-|--|-|-------||||||||||||--|||||-|--||--||||--|-|---|--- 
 389 ; 903 ; COG4166 ; E ;ABC-type oligopeptide transport system, periplasmic component; -----|----|---|----------||-|||||||||||||--------------------------|---||------------------|||-||-|-|||||-|-||--|||||-||-|||||||-|||--|--|-|||-|-|||||||-||||--||||-------------|---|-|----|----|-|-|-|-||--||-|-------|-||-|-||----|--||-||--|||||||||------|-----------------------|-----|||||-|||||||||||||||||||||||-||---|-||||-|||-||---||-||||||--|--|-|-||-||||-||||||-|----|-|--||-|||||||-|-|---||--||-||-|-||-|--|--|||||-||||||||--|||||-||||-|-||-|||||--|||-|||-|--|-|||-|||||||||||||||||-||-|-|--|||||||||||-|-||||-||--|||--||-|||-||-||----|-||----|------|||-|||||||-|-|---|||-|||||||--|||||--|-|||||---|||||||||||-||||||||-|||--||||---|||||-||-||||--||-|--|-|||||||--||--------||-|--|-|--||--|----||||-|-----| 
 480 ; 1863 ; COG4221 ; C ;NADP-dependent 3-hydroxy acid dehydrogenase YdfG; ------|----|------------|||||||||||||||||---------|-|---|-||---|----|---------|||--|||||||||||-||-|-||||||||-||-||-||-|||||||-|||||||||||||-||||||||||||-||||||-|||--------|-|||-||||||||||||||||-||||||||||||||||--||||||||||--|||||||--|||||-|||-||-|||||||||||||||||||||||||||||||||||||-|-||-||||||-|-||||||-||||-||-|||--|------|-------|-||-|--||--|------|-----|------|-|----|---|---|||||-||||||||||-|||-|||||||-|||||-|||||-||||||||--||||||||||-||||||||||--|||||||||--|||||||||||||-||-||||||-||-|-|-||||||-||||||-|-|||-||-|-||--||--|||-||||-||-||||-|||||--||-||||||||-||||-|----|||||-||||--||||||||||||||-||||-||||-||--||-|||||-||||||||||--|||||||||||--|----|-|||--||-|-||-----|-|---|-|||--||--||||||--|||--------| 
 62 ; 69 ; COG4224 ; S ;Uncharacterized protein YnzC, UPF0291/DUF896 family; -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-||||||||||||-||-|||||||||||||||-||--|---||-||---|||-|||----|--||-||--|-||----||||-|-----------||||-|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-------------------------------------------------------------------------------------------------------------------- 
